epoch,accuracy,loss,val_accuracy,val_loss
0,0.7806458473205566,0.6153891086578369,0.8415833115577698,0.4401991367340088
1,0.8614374995231628,0.3847980499267578,0.8765833377838135,0.352149099111557
2,0.8840833306312561,0.3138636648654938,0.8855000138282776,0.3166321814060211
3,0.8990208506584167,0.2707030177116394,0.8978333473205566,0.28115469217300415
4,0.9108750224113464,0.23950263857841492,0.9004166722297668,0.27503880858421326
